userIncorrect,answer3Script,answer1Audio,answer1,answer3,answer2,testDate,isAnswered,testType,id,levelName,directionsAudio,answer3Audio,multiItemID,section,isCorrect,question,userCorrect,questionScript,multiItemQIDs,answer4,test,typeName,questionAudio,type,questionNumber,typeID,levelNumber,multiItem,testNumber,itemAudio,itemScript,correctAnswer,key,answer1Script,directions,sectionNumber,answer4Audio,isMultiItem,answer4Script,level,createdDateTime,sectionName,item,points,answer2Script,userAnswering,answer2Audio
,,,빗발칠까 싶어,빗발치면 칠수록,빗발치다 보니,2011-04-17T00:00:00,True,international,82035,Advanced,,,,31002,True,"드라마를 끝내지 말라는 시청자들의 요구가 <u>빗발침에 따라</u> 관계자들은 방영을 
연장할 수밖에 없었다.",2,,,빗발치면 몰라도,22003,ADV GRAM 12-14 3pts,,50138,12,50138,3,,22,,,2,82035,,※ [12～14] 다음 밑줄 친 부분과 바꾸었을 때 의미가 가장 비슷한 것을 고르십시오. (각 3점),1,,False,,82030,2011-08-03T21:25:30,Vocabulary and Grammar,,3,,True,
2,,,땅 짚고 헤엄치는,도랑 치고 가재 잡는,원님 덕에 나팔 부는,2011-04-17T00:00:00,True,international,82038,Advanced,,,53149,31002,False,㉢에 알맞은 것을 고르십시오. (4점),3,,,소 잃고 외양간 고치는,22003,ADV GRAM 28-30,,79043,30,79043,3,53149,22,,,3,82038,,※ [28~30] 다음을 읽고 물음에 답하십시오.,1,,True,,82030,2011-08-03T22:11:11,Vocabulary and Grammar,"<p class=""indent"">한국 속담에 사촌이 땅을 사면 배가 아프다는 말이 있다. 이것의 사전적 
의미는 남이 잘된 것을 질투하고 시기한다는 것인데 한의학에서는 실제로 
정신적 스트레스가 복통을 ㉠<u>일으킬</u> 수 있다고 본다. 스트레스는 오장육부, 
특히 간에 영향을 미치는데 간은 우리 몸의 근육 움직임에 ㉡<u>관여하는 데다가</u> 
소화 기능을 촉진하는 작용도 한다. 간의 기능이 원활하지 않으면 근육 
경련이 발생하는데 이것이 경련성 복통, 복부 팽만감 등의 증상을 불러올 수 
있다. 즉 이 속담을 한의학적으로 해석하면 정신적 스트레스가 간을 상하게 
해서 복통이 나타난다는 것이다. 이런 정신적 요인에 의한 복통에 자주 
시달린다면 명상 같은 방법을 통해 평소에 상황을 긍정적으로 받아들여 
스트레스를 피하는 훈련을 반복해야 한다. 이런 요령을 습득한다면 스트레스도 
덜 받아서 좋고 신체에 생기는 질병도 예방할 수 있으니 ( ㉢ ) 
격이라고 할 수 있다.</p>",4,,,
,,,그저 놀이에 지나지 않아 보이는,단지 놀이라 생각해도 무방할 정도로,단순히 놀이로 여길 수만은 없는,2011-04-17T00:00:00,,international,82039,Advanced,,,,32007,,"<div class=""boxedpart""><p class=""indent"">
윷놀이는 한국 사람 누구나 즐겨 하는 놀이이다. 그러나 예전에는 재미만을 
위해 윷놀이를 하지는 않았다. 연초에 구성원들끼리 흥겹게 윷놀이를 
함으로써 풍성한 수확을 얻을 수 있고 가축을 잘 번식시킬 수 있다고 
믿었기 때문이다. 이는 윷놀이에 담긴 몇 가지 상징을 통해 살펴볼 수 
있는데 윷판은 농토를, 윷판을 따라 도는 말들은 계절의 변화를 상징했다. 
또 윷가락을 던져서 만들어지는 모양에 따라 도, 개, 걸, 윷, 모의 이름을 
붙였는데 이 또한 유용한 다섯 종류의 가축을 의미했다. 이처럼 당대 사회에서 
윷놀이는 ( ) 다양한 상징성을 지닌 것이었다.
</p></div>",,,,대체로 놀이라는 것들이 갖추고 있음 직한,22003,ADV WRI 39-40 4pts,,53153,40,53153,3,,22,,,2,82039,,※ [39~40] 다음 글을 읽고 ( ) 안에 가장 알맞은 표현을 고르십시오. (각 4점),2,,False,,82030,2011-08-03T22:34:08,Writing,,4,,,
,,,보통 때에 나는 눈물에는 수분이 부족하다.,안구건조증에 걸리면 아픔을 느껴도 눈물이 나지 않는다.,눈에 이물질이 들어가면 안구건조증에 걸릴 수 있다.,2011-04-17T00:00:00,,international,82050,Advanced,,,,40014,,"(3점)
<div class=""boxedpart""><p class=""indent"">
눈물은 눈을 촉촉하게 하고 눈 속의 이물질을 씻어 주는 역할을 한다. 
안구건조증은 눈물이 지나치게 부족하여 이러한 역할을 제대로 못할 때 
생기는 질환으로 눈이 가렵고 심한 경우 눈이 타는 듯한 증상이 있다. 또 
안구건조증에 걸리면 눈물이 일시적으로 과다하게 나는 경우가 있다. 이때의 
눈물은 통증에 대한 반사 작용으로 나는 것인데 보통 때의 눈물에 비해 
수분이 많아서 흐르기만 할 뿐 눈을 촉촉하게 하지 못한다.
</p></div>",,,,눈물이 갑자기 많이 나는 것은 안구건조증의 한 증상이다.,22003,ADV READ 42-44,,93005,42,93005,3,,22,,,4,82050,,※ [42∼44] 다음을 읽고 내용이 같은 것을 고르십시오.,4,,False,,82030,2011-08-06T17:35:16,Reading,,3,,,
,,,사관들은 왕이 승하한 후 시간을 두고 실록을 편찬할 것을 주장했다.,실록을 편찬할 때 객관성을 위해 신하들의 증언은 자료로 삼지 않았다.,실록 편찬의 시기를 정하는 데에 사관들의 의견이 주로 받아들여졌다.,2011-04-17T00:00:00,,international,82051,Advanced,,,,40014,,"(4점)
<div class=""boxedpart""><p class=""indent"">
조선 시대의 역사서인 『조선왕조실록』 왕이 승하한 직후에 통치 기간에 
있었던 사실을 연대순으로 기록한 책이다. 그런데 이 실록의 편찬 초기에 
편찬 시기를 두고 논쟁이 있었다. 실록을 기록하는 사관들은 왕이 승하한 
직후에 편찬하는 것에 대해서 반대했다. 왕은 없지만 신하들이 생존해 있어 
객관적인 기술이 어렵다는 것이었다. 그러나 승하 직후 편찬을 주장하는 
쪽은 신하들이 생존해 있을 때 실록을 편찬해야 역사를 좀 더 정확하게 기술할 
수 있다고 보았다.
</p></div>",,,,정확한 기술을 위해 왕이 생존해 있을 때 편찬해야 한다는 주장도 있었다.,22003,ADV READ 42-44,,93005,44,93005,3,,22,,,1,82051,,※ [42∼44] 다음을 읽고 내용이 같은 것을 고르십시오.,4,,False,,82030,2011-08-06T17:39:11,Reading,,4,,,
,,,하자니,하다시피,할망정,2011-04-17T00:00:00,True,international,85005,Advanced,,,,31002,True,이 많은 일을 혼자서 다 ( ) 아무래도 기한 내에 끝내지 못할 것 같다. (4점),1,,,한답시고,22003,ADV GRAM 6-9 fill in,,64076,8,64076,3,,22,,,1,85005,,※ [6~9] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,82030,2011-08-03T21:16:31,Vocabulary and Grammar,,4,,True,
2,,,챙기다,따지다,살피다,2011-04-17T00:00:00,True,international,85008,Advanced,,,,31002,False,"<div class=""boxedpart"">
<div>중고차를 구입할 때에는 별 문제가 없는지 하나하나 ( ) 한다.</div>
<div>여행 경비를 항목별로 ( ) 보면 이 상품이 그리 비싼 것도 아니다.</div>
<div>지금은 잘잘못을 ( )보다는 대책을 마련해야 할 때이다.</div>
</div>",3,,,가리다,22003,ADV GRAM 17-18 3pts,,79037,18,79037,3,,22,,,3,85008,,※ [17～18] 다음 ( )에 공통으로 들어갈 단어를 고르십시오. (각 3점),1,,False,,82030,2011-08-03T21:46:25,Vocabulary and Grammar,,3,,True,
4,,,해소되는바,해소될지라도,해소되련만,2011-04-17T00:00:00,True,international,85009,Advanced,,,79040,31002,False,㉠에 알맞은 것을 고르십시오. (3점),1,,,해소되겠거니,22003,ADV GRAM 23-24,,82037,23,82037,3,79040,22,,,1,85009,,※ [23～24] 다음을 읽고 물음에 답하시오.,1,,True,,82030,2011-08-03T21:57:25,Vocabulary and Grammar,"<p class=""indent"">웃음의 기원을 설명하는 이론 중에 ‘거짓경보이론’이란 것이 있다. 이 
이론에 따르면 인간은 낯설거나 두려운 상대를 만나게 되면 위협적인 표정을 
짓게 된다. 그런데 상대가 위협적인 존재가 아니라는 것을 깨닫는 순간 
긴장이 ( ㉠ ) 표정이 자연스럽게 풀리게 된다. 이것이 미소이고 미소에 
연이어 터지는 소리가 웃음이라는 것이다. 이 이론대로라면 인류 최초의 
웃음은 자신이 발견한 위험이 거짓 경보임을 ㉡<u>깨닫고</u> 주변 사람들에게 
위협적인 상황이 아니란 걸 공지하는 신호였던 셈이다.</p>",3,,True,
,,,이랬다가 저랬다가 우왕좌왕하지만,이렇다느니 저렇다느니 말만 앞세우나,이러지도 저러지도 못하기 마련이나,2011-04-17T00:00:00,True,international,85014,Advanced,,,,32007,True,"<div>주인 의식이 있는 사람과 없는 사람의 차이는 문제 상황에서 분명히 드러난다. 
후자의 경우 당면한 문제가 풀리지 않을 때 쉽게 포기하며 <u>될 대로 되라는 
태도를 보이는 데 반해</u> 전자의 경우 어떻게든 해결하려고 애를 쓴다.</div>",4,,,이래도 그만 저래도 그만이라는 식이지만,22003,ADV WRI 35-36 4pts,,86004,36,86004,3,,22,,,4,85014,,※ [35~36] 밑줄 친 부분을 같은 의미로 바꾸어 쓴 것을 고르십시오. (각 4점),2,,False,,82030,2011-08-03T22:25:47,Writing,,4,,True,
,,,스트레칭의 효과,스트레칭 시 유의점,스트레칭의 원리,2011-04-17T00:00:00,,international,85019,Advanced,t22-l3-p3b-q05-d,,,36001,,(3점),,"<div class=""dialogue"">여자: 운동 전에 하는 스트레칭이 몸을 유연하게 만들어 보상을 
막아 준다는 것은 널리 알려진 상식인데요. 추운 날 몸이 굳은 상태에서 
스트레칭을 하면 근육의 긴장도가 높아져 작은 충격에도 쥐가 나고 
심한 경우 근육 파열 등 큰 부상을 입을 수도 있습니다. 따라서 겨울 
철에는 가볍게 걷거나 뛰어 체온을 올린 후 스트레칭을 하는 게 
좋습니다.</div>",,올바른 스트레칭 자세,22003,ADV LIST 5-7,t22-l3-p3b-q05,53159,5,53159,3,,22,,,3,85019,,※ [5~7] 다음은 무엇에 대해 이야기하고 있습니까? 가장 알맞은 것을 고르십시오.,3,,False,,82030,2011-08-05T19:52:56,Listening,,3,,,
,,,동서양의 차이가 나타나는 것은 환경적 요인이 크다.,서양인은 주위 상황보다 사람에게 집중하는 경향이 있다.,어린 아이들은 행동의 원인을 성인과 다르게 설명한다.,2011-04-17T00:00:00,,international,85024,Advanced,t22-l3-p3b-q21-d,,86017,36001,,들은 이야기의 중심 내용은 무엇입니까?,,,,행동의 원인을 설명하는 방식이 동서양에서 차이를 보인다.,22003,ADV LIST 21-22,,64092,22,64092,3,86017,22,t22-l3-p3b-q21-i,"<div class=""dialogue"">여자: 행동의 원인을 설명하는 방식이 동양인과 서양인에게서 
동일하게 나타날까요? 이를 알아보기 위해 사람들에게 자신이 잘 알고 지내는 
사람이 최근에 한 좋은 행동을 한 가지씩 적게 하고, 왜 그 사람이 
그런 일을 했을 것 같은지 설명하게 했습니다. 그 결과 서양인들은 
성격적 특질이나 여러 가지 내부적 속성을 통해 그 사람의 행동을 
설명한 반면 동양인은 서양인에 비해 상황적 요인을 들어 설명한 
경우가 두 배나 더 많았다고 하네요. 그런데 이런 차이가 어린 아이들 
사이에서는 나타나지 않았고 사춘기가 지나면서부터 나타나기 시작했다고 
합니다.</div>",4,85024,,※ [21~22] 다음 강연을 듣고 물음에 답하십시오. (각 3점),3,,True,,82030,2011-08-05T21:10:52,Listening,,3,,,
,,,정책의 비합리성을 비판하고 있다.,정책을 보완하는 대안을 제시하고 있다.,정책의 시행 여부를 의심하고 있다.,2011-04-17T00:00:00,,international,85026,Advanced,t22-l3-p3b-q23-d,,82043,36001,,여자의 태도로 가장 알맞은 것을 고르십시오.,,,,정책 시행의 파급 효과를 기대하고 있다.,22003,ADV LIST 23-24,,64093,24,64093,3,82043,22,t22-l3-p3b-q23-i,"<div class=""dialogue"">남자: 최근 정부가 자원봉사 활성화를 위해 봉사자의 실적을 
인증하고 그에 대해 일정한 보상을 제공하겠다는 정책을 내놓았는데요. 교수님, 
실질적으로 도움이 되는 정책이라고 보십니까?</div>
<div class=""dialogue"">여자: 정부가 자원봉사를 몰라도 너무 모른다는 생각이 듭니다. 
자원봉사의 철학은 자발적인 시민 의식과 자율성인데 이를 완전히 무시하는 정책이지요. 
자원봉사의 참의미를 알리고 거기에 동참하도록 하는 게 
아니라 물질적 보상으로 사람을 모으겠다는 것 아닙니까? 이건 
성숙한 사회에서 나올 만한 정책이 아니지요. 이럴 바에는 차라리 
정식으로 고용해 임금을 지불하는 게 합리적이라고 봅니다. 더구나 
인증 기준과 보상 방법도 주먹구구식이라 모든 사람들의 동의를 얻을 
수 있을지 모르겠습니다.</div>",1,85026,,※ [23~24] 다음 대담을 듣고 물음에 답하십시오. (각 3점),3,,True,,82030,2011-08-05T21:19:29,Listening,,3,,,
,,,박만도의 아들은 전쟁터에 나갔다.,박만도의 아들은 예정보다 일찍 도착했다.,박만도는 고개에서 잠시 쉬려고 한다.,2011-04-17T00:00:00,,international,85030,Advanced,,,93011,40014,,이 글의 내용과 같은 것을 고르십시오.,,,,박만도는 평소보다 힘들게 고개를 올라갔다.,22003,ADV READ 53-54,,85029,54,85029,3,93011,22,,,1,85030,,※ [53∼54] 다음을 읽고 물음에 답하십시오. (각 3점),4,,True,,82030,2011-08-06T18:14:01,Reading,"<p class=""indent"">
진수가 돌아온다. 진수가 살아서 돌아온다. 아무개는 전사했다는 통지가 
왔고, 아무개 아무개는 죽었는지 살았는지 통 소식도 없는데, 우리 진수는 
살아서 돌아오는 것이다. 생각할수록 어깻바람이 날 일이었다. 그래 그런지 
몰라도 박만도는 여느 때 같으면 아무래도 한두 군데 앉아 쉬어야 넘어설 
수 있는 용머리재를 단숨에 올라채고 말았다. 가슴이 펄럭거리고 허벅지가 
뻐근했다. 그러나 그는 고갯마루에서도 쉴 생각을 하지 않았다. 들 건너 
멀리 바라보이는 정거장에서 연기가 물씬물씬 피어오르며 삐익 기적 소리가 
들려왔기 때문이다. 아들이 타고 내려올 기차는 점심때가 가까워야 도착한다는 
것을 모르는 바 아니었다. 해가 이제 겨우 산등성이 위로 한 뼘 가량 
떠올랐으니 오정이 되려면 아직 차례 멀었다. 그러나 그는 공연히 마음이 
바빴다. 까짓것, 잠시 앉아 쉬면 뭐 할 끼고.
</p>",3,,,
,,,고장 난 선풍기를 고치려다 수리비가 더 든다기에 <u>아예</u> 새것을 사기로 했다.,밀린 임금 중한달 치만 받고도 <u>마냥</u> 기뻐하는 직원들에게 미안한 마음이 들었다.,웃는 얼굴로 작별 인사를 하려고 했는데 <u>막상</u> 친구들을 보니 눈물이 났다.,2011-04-17T00:00:00,,international,86001,Advanced,,,,31002,,,,,,우리 회사는 상반기 매출이 작년 대비 <u>고작</u> 50% 증가하는 놀라운 성장을 보였다.,22003,ADV GRAM 15-16 4pts,,55134,15,55134,3,,22,,,4,86001,,※ [15～16] 다음 밑줄 친 부분이 <u>틀린</u> 것을 고르십시오. (각 4점),1,,False,,82030,2011-08-03T21:32:47,Vocabulary and Grammar,,4,,,
3,,,미술관에 대한 대중 접근성을 높였다는 점에서,미술관마다 대중의 이용 편의를 증대하고 있는 만큼,미술관에 대한 대중의 요구를 수용한 것만으로도,2011-04-17T00:00:00,True,international,86005,Advanced,,,,32007,False,"<div class=""boxedpart""><p class=""indent"">
아파트 단지 내 상가에 자리 잡고 있는 ‘인영 베이커리’에서는 빵 굽는 
냄새가 나지 않는다. 간판을 지나 안으로 걸음을 옮겨 보면 빵집이 아님을 
단번에 알 수 있다. 아파트촌 한가운데 빵집 이름의 미술관이라니 꽤나 
이색적이고 정겨운 느낌이다. 근래 들어 이 같은 미술 공간이 증가하고 
있는데 이는 대중 곁으로 한 걸음 더 다가가기 위함이다. 이러한 ‘인영 
베이커리’의 시도는 ( ) 관심을 끌 만하다.
</p></div>",1,,,미술관마다 대중의 이용 횟수가 증가하는 것만 보더라도,22003,ADV WRI 39-40 4pts,,53153,39,53153,3,,22,,,1,86005,,※ [39~40] 다음 글을 읽고 ( ) 안에 가장 알맞은 표현을 고르십시오. (각 4점),2,,False,,82030,2011-08-03T22:32:18,Writing,,4,,True,
,,,장소가 좁기는 해도 한번 가 볼걸 그랬어요.,다들 교육 문제라면 관심이 많으니까 괜찮을 거예요.,그럼 이쯤에서 신청 마감을 해야 되지 않을까요?,2011-04-17T00:00:00,,international,86008,Advanced,t22-l3-p3b-q01-d,,,36001,,,,"<div class=""dialogue"">남자: 이번 설명회 참가 신청이 계속 들어오고 있어요. 
역시 교육 문제에 관심이 많은가 봐요.</div>
<div class=""dialogue"">여자: 그래요? 
장소가 협소해서 한꺼번에 너무 많은 사람이 몰리면 문제가 될 것 같은데······.</div>
<div class=""dialogue"">남자: _____________________________</div>",,그건 설명회가 끝날 때쯤 공지를 하면 되지 않을까요?,22003,ADV LIST 1-4 3pts,t22-l3-p3b-q03,82040,3,82040,3,,22,,,2,86008,,※ [1~4] 두 사람이 대화하고 있습니다. 이어질 내용으로 가장 알맞은 것을 고르십시오. (각 3점),3,,False,,82030,2011-08-05T19:44:17,Listening,,3,,,
,,,그래서 두 분의 팀 결성이 그렇게 힘들었던 거였군요.,그렇다면 새로운 장르에 도전해 볼 용기를 내신 거네요.,그러고 보니 음악의 분위기가 비슷한 것 같긴 하네요.,2011-04-17T00:00:00,,international,86009,Advanced,t22-l3-p3b-q01-d,,,36001,,,,"<div class=""dialogue"">여자: 이윤상 씨와 김현우 씨의 음악은 굉장히 다르다고 생각했거든요. 
어떻게 두 분이 같이 팀을 만들어야겠다는 생각을 하시게 됐어요?</div>
<div class=""dialogue"">남자: 다들 그렇게 생각하시나 봐요. 
그렇지만 저는 장르는 다르지만 김현우 씨의 음악이 제 음악 색깔과 잘 어울린다고 느꼈어요.</div>
<div class=""dialogue"">여자: _____________________________</div>",,결국 두 분의 의사라기보다 다른 사람의 권유였다는 거군요.,22003,ADV LIST 1-4 3pts,t22-l3-p3b-q04,82040,4,82040,3,,22,,,2,86009,,※ [1~4] 두 사람이 대화하고 있습니다. 이어질 내용으로 가장 알맞은 것을 고르십시오. (각 3점),3,,False,,82030,2011-08-05T19:57:22,Listening,,3,,,
,,,이 동물은 새끼일 때부터 미역을 주로 먹는다.,사람을 자주 공격해 귀신고래라는 이름이 붙었다.,한국에서는 이 동물에게만 현상금이 걸려 있다.,2011-04-17T00:00:00,,international,86010,Advanced,t22-l3-p3b-q08-d,,,36001,,(3점),,"<div class=""dialogue"">남자: 현재 한국에서 유일하게 현상금이 붙은 동물이 있습니다. 
1970년대 이후 발견되지 않고 있는 귀신고래인데요. 해안 가까이에서 머리를 
내밀고 있다고 사람이 다가가면 귀신처럼 사라진다고 해서 이 이름이 
붙었다고 합니다. 몸길이 16미터, 몸무게가 45톤까지 나가는 이 대형 
고래는 해안을 따라 천천히 이동하는 게 특징인데요. 특이한 건 이 
동물도 한국인처럼 새끼를 낳은 후에 미역을 먹는다고 합니다.</div>",,70년대까지는 주변에서 이 동물을 흔히 볼 수 있었다.,22003,ADV LIST 8-10,t22-l3-p3b-q09,85021,9,85021,3,,22,,,2,86010,,※ [8~10] 다음을 듣고 들은 내용과 같은 것을 고르십시오.,3,,False,,82030,2011-08-05T20:16:27,Listening,,3,,,
,,,새로운 기념품을 주문한다.,제출한 예산안을 고쳐 낸다.,예산 초과 항목을 정리한다.,2011-04-17T00:00:00,,international,86012,Advanced,t22-l3-p3b-q16-d,,,36001,,(3점),,"<div class=""dialogue"">여자: 팀장님, 이번 20주년 기념행사 예산이 초과될 것 같은데요. 
조정이 가능할까요?</div>
<div class=""dialogue"">남자: 예산 초과 항목이 뭔데요?</div>
<div class=""dialogue"">여자: 전에 알아본 기념품을 주문하려고 했더니 처음 조사했을 
때보다 단가가 올랐더라고요.</div>
<div class=""dialogue"">남자: 흠, 그래요? 한번 올린 예산안은 바꾸기 어려운데. 
시간이 좀 있으니까 예산에 맞는 다른 품목을 찾아보는 게 어때요?</div>
<div class=""dialogue"">여자: 네, 알겠습니다.</div>",,단가가 싼 기념품을 알아본다.,22003,ADV LIST 16-18,t22-l3-p3b-q16,64091,16,64091,3,,22,,,4,86012,,※ [16~18] 대화가 끝난 후에 여자가 이어서 할 행동으로 알맞은 것을 고르십시오.,3,,False,,82030,2011-08-05T20:44:56,Listening,,3,,,
,,,차를 출발하거나 멈출 때 천천히 한다.,자동차를 세워 두고 대중교통을 이용한다.,운전할 때 라디오를 꺼서 연료를 아낀다.,2011-04-17T00:00:00,,international,86013,Advanced,t22-l3-p3b-q16-d,,,36001,,(3점),,"<div class=""dialogue"">여자: 요즘 휘발유값 너무 비싸지 않아요? 
계속 이렇게 오르면 차를 두고 다녀야 할 것 같아요.</div>
<div class=""dialogue"">남자: 오늘 라디오에서 들었는데요. 
경제적 운전 방법이 있대요.</div>
<div class=""dialogue"">여자: 아, 급출발, 급가속, 급브레이크, 이거 하지 말라는 거요? 
사실 알고는 있지만 그게 생각대로 잘 안 되잖아요.</div>
<div class=""dialogue"">남자: 맞아요. 그런 것도 있지만 가장 쉬우면서도 효과적인 
방법은 자동차의 무게를 줄이는 방법이래요.</div>
<div class=""dialogue"">여자: 그래요? 
그럼 당장 저도 차 트렁크부터 확인해 봐야겠어요.</div>",,차 안에 불필요한 물건은 없는지 살펴본다.,22003,ADV LIST 16-18,t22-l3-p3b-q17,64091,17,64091,3,,22,,,4,86013,,※ [16~18] 대화가 끝난 후에 여자가 이어서 할 행동으로 알맞은 것을 고르십시오.,3,,False,,82030,2011-08-05T20:57:39,Listening,,3,,,
,,,"소극장 관람료, 현실화 필요","극장 운영, 이제 관객의 손으로","톡톡 튀는 무대, 모험적 연출",2011-04-17T00:00:00,,international,86015,Advanced,t22-l3-p3b-q19-d,,,36001,,,,"<div class=""dialogue"">남자: 극장에 들어갈 때 정해진 값을 내고 연극을 보는 게 
일반적인데요. 들어갈 때가 아니라 연극을 보고 난 후 감동을 받은 만큼 관객이 
알아서 관람료를 내는 연극이 있어 화제입니다. 이 연극을 본 관객들이 
낸 평균 관람료는 2만 3천 원으로, 통상 소극장 관람료가 2만에서 
2만 5천 원인 점을 감안하면 만족스러운 수준입니다. 모험적 
시도에 우려의 시선도 적지 않았으나 기대 이상의 성공을 거두고 
있습니다. KBC 뉴스 이주원입니다.</div>",,"느낀 만큼 낸다, 후불제 연극 성공",22003,ADV LIST 19-20,t22-l3-p3b-q20,86014,20,86014,3,,22,,,4,86015,,※ [19~20] 다음 뉴스를 듣고 알맞은 제목을 고르십시오. (각 4점),3,,False,,82030,2011-08-05T21:06:47,Listening,,4,,,
,,,슈퍼컴퓨터는 국지성 재해 예측에 탁월하다.,한국은 지형적 영향으로 국지성 재해가 잦다.,얼마 전 내린 폭설은 그 원인이 불분명하다.,2011-04-17T00:00:00,,international,86019,Advanced,t22-l3-p3b-q25-d,,85027,36001,,들은 내용과 같은 것을 고르십시오.,,,,한국은 날씨를 예측하는 첨단 장비가 부족하다.,22003,ADV LIST 25-26,,87011,25,87011,3,85027,22,t22-l3-p3b-q25-i,"<div class=""dialogue"">남자: 날씨 예측을 예로 들어 봅시다. 날씨 또한 100% 정확한 
예측은 불가능한데요. 지형, 대기의 운동 등 많은 변수에 영향을 받기 때문이지요. 
특히 한국은 땅이 좁고 굴곡이 많은 지형이라 국지적인 재해가 자주 
일어나는데 이런 경우에는 특히 예측이 어렵습니다. 실제로 수백억 
원의 슈퍼컴퓨터를 보유하고 있으면서도 얼마 전에 내린 폭설을 
예측하지 못했는데요. 이건 당시 한반도 상공에 있던 구름의 이동 
속도가 갑자기 느려진 것이 원인이라고 합니다. 날씨 예측의 경우처럼 
현실의 모든 변수를 고려한 완벽한 예측 시스템을 만드는 것은 불가능합니다. 
결국 인간이 만들어 내는 예측 시스템들은 확률적으로 
믿을 만한 것이지 결코 절대적으로 신뢰할 수 있는 것은 아니라는 
거죠.</div>",3,86019,,※ [25~26] 다음 강연을 듣고 물음에 답하십시오. (각 3점),3,,True,,82030,2011-08-05T21:23:32,Listening,,3,,,
,,,㉠,㉢,㉡,2011-04-17T00:00:00,,international,86021,Advanced,,,,40014,,"<div class=""boxedpart""><p class=""indent"">
정확한 의사소통을 위해서 질문이 필요하다는 것을 잘 보여 주는 실험이 
있다. ( ㉠ ) 두 사람씩 짝을 지어 둘 중 한 사람에게는 그림을 주고 
그것을 설명하게 한다. ( ㉡ ) 다른 한 사람은 설명만 듣고 그림을 
그리게 한다. ( ㉢ ) 설명을 들으면서 질문을 할 수 있게 했을 때 같은 
그림을 그릴 가능성이 훨씬 높아진다. ( ㉣ )
</p></div>
<div class=""boxedpart"">
<div class=""center"">&lt; 보 기 &gt;</div>
<p class=""indent"">
이 실험에서 듣는 사람에게 질문을 허용하느냐 안 하느냐에 따라 결과는
크게 달라진다.
</p></div>",,,,㉣,22003,ADV READ 39-41,,82049,39,82049,3,,22,,,3,86021,,"※ [39∼41] 다음 글에서 &lt;보기&gt;의 문장이 들어가기에 가장 
알맞은 곳을 고르십시오. (각 3점)",4,,False,,82030,2011-08-06T17:27:18,Reading,,3,,,
,,,㉠,㉢,㉡,2011-04-17T00:00:00,,international,86022,Advanced,,,,40014,,"<div class=""boxedpart""><p class=""indent"">
돈, 건강, 가정, 명성, 쾌락 등은 행복에 필요한 조건이다. ( ㉠ ) 이런 
조건을 떠나서 우리는 행복해질 수 없다. ( ㉡ ) 행복하다는 것과 행복의 
조건을 갖는다는 것은 엄연히 구별해야 할 별개의 문제다. ( ㉢ ) 집을 
지으려면 돌과 나무와 흙이 필요하지만 그런 것만으로 곧 집이 되지는 않는 
것과 같다. ( ㉣ )
</p></div>
<div class=""boxedpart"">
<div class=""center"">&lt; 보 기 &gt;</div>
<p>
그러나 행복의 조건을 갖추었다고 곧 행복해지는 것은 아니다.
</p></div>",,,,㉣,22003,ADV READ 39-41,,82049,40,82049,3,,22,,,2,86022,,"※ [39∼41] 다음 글에서 &lt;보기&gt;의 문장이 들어가기에 가장 
알맞은 곳을 고르십시오. (각 3점)",4,,False,,82030,2011-08-06T17:31:44,Reading,,3,,,
,,,㉠,㉢,㉡,2011-04-17T00:00:00,,international,86023,Advanced,,,,40014,,"<div class=""boxedpart""><p class=""indent"">
토끼는 귀가 크기 때문에 작은 소리도 들을 만큼 청각이 발달했을 것이라고 
생각하기가 쉽다. ( ㉠ ) 사실 토끼의 청각은 그다지 신통하지 
못하다. ( ㉡ ) 토끼를 적외선 카메라로 촬영하면 눈과 귀만 빨갛게 
나타난다. ( ㉢ ) 토끼는 눈과 귀를 통해서만 열을 발산하기 때문이다. 
( ㉣ )
</p></div>
<div class=""boxedpart"">
<div class=""center"">&lt; 보 기 &gt;</div>
<p class=""indent"">
토끼의 귀는 소리를 듣는 것보다는 체온을 조절하는 데에 더 큰 역할을 한다.
</p></div>",,,,㉣,22003,ADV READ 39-41,,82049,41,82049,3,,22,,,2,86023,,"※ [39∼41] 다음 글에서 &lt;보기&gt;의 문장이 들어가기에 가장 
알맞은 곳을 고르십시오. (각 3점)",4,,False,,82030,2011-08-06T17:32:57,Reading,,3,,,
